"Title","Artist","ConstituentID","Date","Medium","Classification","Dim_cm2","Style"
"Echt Hängengeblieben & Aussteigen durch Drinbleiben","Cosima von Bonin","28567",2002,"Chromogenic print (by Gülsüm Güler); felt-tip pen, pencil, and bird excrement on paper","Drawing",118559.16,"Arte Contemporáneo"
"Marlboro (2)","Monica Bonvicini","28568",1995,"Cut-and-pasted printed paper on paper","Drawing",625.8,"Postmodernismo"
"Marlboro (5)","Monica Bonvicini","28568",1995,"Cut-and-pasted printed paper on paper","Drawing",625.8,"Postmodernismo"
"Marlboro (6)","Monica Bonvicini","28568",1995,"Cut-and-pasted printed paper on paper","Drawing",625.8,"Postmodernismo"
"Marlboro (9)","Monica Bonvicini","28568",1995,"Cut-and-pasted printed paper on paper","Drawing",625.8,"Postmodernismo"
"BEDTIMESQUARE","Monica Bonvicini","28568",1999,"Cut-and-pasted printed paper on paper","Drawing",1384.7,"Postmodernismo"
"LA Suburbs (1)","Monica Bonvicini","28568",2001,"Cut-and-pasted printed paper with colored ink and pencil on paper","Drawing",993.24,"Arte Contemporáneo"
"LA Suburbs (4)","Monica Bonvicini","28568",2001,"Cut-and-pasted printed paper with colored ink and pencil on paper","Drawing",993.24,"Arte Contemporáneo"
"LA Suburbs (5)","Monica Bonvicini","28568",2001,"Cut-and-pasted printed paper with colored ink and pencil on paper","Drawing",993.24,"Arte Contemporáneo"
"Untitled (Duchamp)","Monica Bonvicini","28568",2002,"Cut-and-pasted painted paper, cut-and-pasted printed paper, and pencil on cut-and-pasted paper","Drawing",3166.02,"Arte Contemporáneo"
"Self-Portrait at 5,224,667","Jonathan Borofsky","682",1993,"Ink on paper","Drawing",973.71,"Postmodernismo"
"The German (Part Two)","Michaël Borremans","25181",2002,"Oil, watercolor, and pencil with synthetic polymer sheet overlay on book cover","Drawing",771.28,"Arte Contemporáneo"
"In the Louvre - The House of Opportunity","Michaël Borremans","25181",2003,"Watercolor, pencil, and oil on paper","Drawing",742.14,"Arte Contemporáneo"
"Untitled (Double-Sided)","Louise Bourgeois","710",1998,"a: Ballpoint pen, felt-tip pen, watercolor, and pencil on musical composition paper
b: Pencil on musical composition paper","Drawing",658.8,"Postmodernismo"
"Jane B.","Carol Bove","28570",2003,"Colored ink and pencil on transparentized paper","Drawing",9514.18,"Arte Contemporáneo"
"Part","Andrea Bowers","28571",2002,"Pencil on two pieces of colored paper","Drawing",993.24,"Arte Contemporáneo"
"Fighters Flattened #1","Andrea Bowers","28571",2003,"Gouache and metallic foil on paper","Drawing",2668.88,"Arte Contemporáneo"
"Dentinha","Sebastiaan Bremer","28573",2003,"Retouching dyes and gel-ink pen on chromogenic print
","Drawing",9875.52,"Arte Contemporáneo"
"28,000' #3","Beth Brideau","28574",2004,"Watercolor and pencil on paper","Drawing",24843.22,"Arte Contemporáneo"
"Proverbe (Proverb)","Marcel Broodthaers","795",1974,"Gouache on printed paperboard","Drawing",1238.3,"Pop Art"
"Figure or Trade Mark (Palette)","Marcel Broodthaers","795",1975,"Ink and pencil on paperboard","Drawing",1626.92,"Pop Art"
"Fingerprince","Alex Brown","28575",2000,"Ink on paper","Drawing",4358.64,"Arte Contemporáneo"
"Four Letter Heaven (Animation Cells)","Cecily Brown","8472",1995,"Watercolor, pencil, colored pencil, and ballpoint pen on twelve pieces of paper
","Drawing",209.55,"Postmodernismo"
"Untitled (Buttocks)","Don Brown","7541",2003,"Silverpoint on prepared paper","Drawing",294,"Arte Contemporáneo"
"Untitled (Three Plums)","Don Brown","7541",2003,"Silverpoint on prepared paper","Drawing",294,"Arte Contemporáneo"
"Untitled (Torso)","Don Brown","7541",2003,"Silverpoint on prepared paper","Drawing",294,"Arte Contemporáneo"
"Die Zeit bin Ich","Maria Brunner","28576",2002,"Gouache on paper","Drawing",31272.32,"Arte Contemporáneo"
"Frozen Charlotte","Maria Brunner","28576",2002,"Gouache on paper","Drawing",31272.32,"Arte Contemporáneo"
"UN","Berlinde De Bruyckere","28577",2002,"Cut-and-pasted printed paper and pencil on five pieces of paper","Drawing",1593.9,"Arte Contemporáneo"
"Trotzky","Fernando Bryce","26155",2003,"Ink on ten pieces of paper
","Drawing",1248.62,"Arte Contemporáneo"
"Untwining","Fritz Bultman","28578",1968,"Cut-and-pasted painted paper and pencil on painted paper","Drawing",4589.32,"Pop Art"
"Creatures Beyond Fathom of Science","Chris Burden","871",1979,"Cut-and-pasted printed paper, gelatin silver print, snakeskin, and colored pencil on paperboard","Drawing",8154.39,"Pop Art"
"Untitled (Wrestlers)","A.K. Burns","28579",2003,"Cut-and-pasted printed paper on printed paper","Drawing",1537.92,"Arte Contemporáneo"
"Decorated Soldier","A.K. Burns","28579",2004,"Cut-and-pasted printed paper, doily, and gel-ink pen on gelatin silver print","Drawing",993.24,"Arte Contemporáneo"
"Smarter Than You Think","Kathy Butterly","28580",2003,"Gouache, pencil, colored pencil, cut-and-pasted printed paper, toy eyes, and string on paper","Drawing",1162.02,"Arte Contemporáneo"
"Untitled (640 numbers between 1 and 21)","John Cage","912",1969,"Ballpoint pen, pencil, colored pencil, and felt-tip pen on printed paper
","Drawing",602.64,"Pop Art"
"Untitled (640 numbers between 1 and 16)","John Cage","912",1969,"Ballpoint pen, pencil, and colored pencil on printed paper
","Drawing",602.64,"Pop Art"
"Busoni Chart for HPSCHD (with Lejaren Hiller)","John Cage","912",1969,"Colored ink and colored pencil on transparentized musical composition paper 
","Drawing",1393.85,"Pop Art"
"Coward","Peter Cain","28581",1993,"Pencil on paper","Drawing",4439.04,"Postmodernismo"
"Waterfalls above Clouds","Ernesto Caivano","28582",2004,"Ink on paper","Drawing",10368.49,"Arte Contemporáneo"
"My Potential Future Based on Present Circumstances (12/14/02)","Beth Campbell","28584",2002,"Pencil on paper","Drawing",12344.4,"Arte Contemporáneo"
"I've had many toothbrushes","Beth Campbell","28584",2003,"Watercolor and pencil on paper","Drawing",4378.75,"Arte Contemporáneo"
"02028 (Czar Nicholas II and Family 1915)","Davide Cantoni","28585",2002,"Burned paper","Drawing",698.45,"Arte Contemporáneo"
"Someca","Los Carpinteros, Marco Castillo, Dagoberto Rodriguez, Alexandre Arrechea","8304, 8305, 8307, 8306",2002,"Watercolor and pencil on paper","Drawing",36438.84,"Arte Contemporáneo"
"Depresión","Los Carpinteros, Marco Castillo, Dagoberto Rodriguez","8304, 8305, 8307",2003,"Watercolor and pencil on paper","Drawing",41227.98,"Arte Contemporáneo"
"Piso de madera","Los Carpinteros, Marco Castillo, Dagoberto Rodriguez","8304, 8305, 8307",2003,"Watercolor and pencil on paper","Drawing",41737.85,"Arte Contemporáneo"
"Sal y pimienta","Los Carpinteros, Marco Castillo, Dagoberto Rodriguez","8304, 8305, 8307",2004,"Watercolor and pencil on paper","Drawing",34640.52,"Arte Contemporáneo"
"Web #8","Vija Celmins","1048",2004,"Charcoal on paper","Drawing",2122.82,"Arte Contemporáneo"
"Shore Cottage - Eight Bubbles","Robert Chambers","28586",2004,"Ink, watercolor, felt-tip pen, and pencil on paper with digital print","Drawing",2163.33,"Arte Contemporáneo"
"My Giant Colouring Book I (no. 1)","Dinos Chapman, Jake Chapman","8267, 8266",2004,"Watercolor and gouache on printed paper","Drawing",1713.75,"Arte Contemporáneo"
"My Giant Colouring Book I (no. 12)","Dinos Chapman, Jake Chapman","8267, 8266",2004,"Watercolor and gouache on printed paper","Drawing",1713.75,"Arte Contemporáneo"
"My Giant Colouring Book I (no. 15)","Dinos Chapman, Jake Chapman","8267, 8266",2004,"Watercolor and gouache on printed paper","Drawing",1713.75,"Arte Contemporáneo"
"My Giant Colouring Book I (no. 21)","Dinos Chapman, Jake Chapman","8267, 8266",2004,"Watercolor and gouache on printed paper","Drawing",1713.75,"Arte Contemporáneo"
"My Giant Colouring Book I (no. 5)","Dinos Chapman, Jake Chapman","8267, 8266",2004,"Watercolor and gouache on printed paper","Drawing",1713.75,"Arte Contemporáneo"
"Guantanamo","Mel Chin","7117",2003,"Pencil and colored pencil on paper","Drawing",1209.88,"Arte Contemporáneo"
"The Wayward Flight of an Auspicious Sign","Mel Chin","7117",2003,"Colored pencil on black paper","Drawing",2312,"Arte Contemporáneo"
"Over the River, Project for the Arkansas River, State of Colorado","Christo","1114",1996,"a: Cut-and-pasted gelatin silver print with crayon on board; b: Cut-and-pasted fabric with crayon, colored pencil, and pencil on board","Drawing",5169.25,"Postmodernismo"
"Figure Self-Portrait","Anne Chu","27154",2002,"Watercolor on paper","Drawing",4358.64,"Arte Contemporáneo"
"Dahmer's Profile","Chivas Clem","28587",2003,"Cut-and-pasted printed paper on two pieces of paper
","Drawing",1127.49,"Arte Contemporáneo"
"Untitled (Roxie)","Dawn Clements","28588",2003,"Ballpoint pen and gouache on cut-and-pasted paper","Drawing",12226.57,"Arte Contemporáneo"
"The Conversation","Michael Cline","28589",2004,"Synthetic polymer paint, colored ink, and ballpoint pen on paper","Drawing",698.45,"Arte Contemporáneo"
"We for Not","Michael Cline","28589",2004,"Synthetic polymer paint, ballpoint pen, and metallic ink on notebook paper","Drawing",698.45,"Arte Contemporáneo"
"Don (Maquette)","Chuck Close","1156",1975,"Ink, pencil, and pressure-sensitive tape on gelatin silver print on paperboard
","Drawing",231,"Pop Art"
"Oh My Gosh","Prince Toffee","28590",2003,"Felt-tip pen on stationery paper
","Drawing",602.64,"Arte Contemporáneo"
"Study for The Jester","George Condo","1210",2003,"Pencil on paper","Drawing",822.48,"Arte Contemporáneo"
"Study for The Policeman","George Condo","1210",2003,"Pencil and watercolor on paper","Drawing",727.12,"Arte Contemporáneo"
"ROOM","Bruce Conner","1215",1966,"Cut-and-pasted printed paper on printed paper","Drawing",602.64,"Pop Art"
"UNTITLED (LANDSCAPE)","Bruce Conner","1215",1964,"Cut-and-pasted printed paper on printed paper","Drawing",148.92,"Pop Art"
"BOOKPAGE","Bruce Conner","1215",1966,"Felt-tip pen on paper","Drawing",287.28,"Pop Art"
"UNTITLED  (34 CARL STREET, SAN FRANCISCO)","Bruce Conner","1215",1968,"Felt-tip pen and pencil on paperboard","Drawing",731.6,"Pop Art"
"UNTITLED DRAWING #2","Bruce Conner","1215",1974,"Ink on paper","Drawing",2895.62,"Pop Art"
"INKBLOT DRAWING","Bruce Conner","1215",1975,"Ink on paper","Drawing",682.03,"Pop Art"
"Desolate Freestyle 1","Nigel Cooke","28591",2003,"Watercolor and gouache on paper","Drawing",1066.8,"Arte Contemporáneo"
"Desolate Freestyle 2","Nigel Cooke","28591",2003,"Watercolor and gouache on paper","Drawing",1062.99,"Arte Contemporáneo"
"Desolate Freestyle 3","Nigel Cooke","28591",2003,"Watercolor and gouache on paper","Drawing",1066.8,"Arte Contemporáneo"
"Pile 1","Nigel Cooke","28591",2003,"Watercolor and gouache on paper","Drawing",1066.8,"Arte Contemporáneo"
"Untitled Score (red)","Bjorn Copeland","28592",2002,"Colored ink on colored paper","Drawing",3252.96,"Arte Contemporáneo"
"Untitled (Staircase)","William Copley","1238",1972,"Ink and colored pencil on paper
","Drawing",520.8,"Pop Art"
"Untitled (Couple in Car)","William Copley","1238",1984,"Felt-tip pen, charcoal, and pencil on paper
","Drawing",2728.29,"Postmodernismo"
"Untitled (Choir)","William Copley","1238",1991,"Felt-tip pen on paper","Drawing",2728.29,"Postmodernismo"
"Untitled (Gun)","William Copley","1238",1991,"Felt-tip pen and charcoal on paper","Drawing",2926.98,"Postmodernismo"
"Untitled (Men at Bar)","William Copley","1238",1991,"Felt-tip pen on paper
","Drawing",2746.2,"Postmodernismo"
"With Wine and Song They Joyed Night Long, and They Slept Like Swine All Day","William Copley","1238",1994,"Felt-tip pen and charcoal on paper
","Drawing",2787.7,"Postmodernismo"
"Enlarge (from + to -) IV","Marti Cormand","28593",2003,"Oil on prepared paper","Drawing",2580.64,"Arte Contemporáneo"
"Ana Mendieta - Dead Artist","Benjamin Cottam","28594",2002,"Silverpoint on prepared paper","Drawing",108.3,"Arte Contemporáneo"
"David Wojnarowicz - Dead Artist","Benjamin Cottam","28594",2002,"Silverpoint on prepared paper","Drawing",102.12,"Arte Contemporáneo"
"Edward Hopper - Dead Artist","Benjamin Cottam","28594",2002,"Silverpoint on prepared paper
","Drawing",111.15,"Arte Contemporáneo"
"Francis Bacon - Dead Artist","Benjamin Cottam","28594",2002,"Silverpoint on prepared paper","Drawing",111.15,"Arte Contemporáneo"
"Hannah Wilke - Dead Artist","Benjamin Cottam","28594",2002,"Silverpoint on prepared paper","Drawing",108.3,"Arte Contemporáneo"
"Ivan Albright - Dead Artist","Benjamin Cottam","28594",2002,"Silverpoint on prepared paper
","Drawing",98.79,"Arte Contemporáneo"
"Lee Krasner - Dead Artist","Benjamin Cottam","28594",2002,"Silverpoint on prepared paper","Drawing",111.15,"Arte Contemporáneo"
"Mark Lombardi - Dead Artist","Benjamin Cottam","28594",2003,"Silverpoint on prepared paper
","Drawing",111.15,"Arte Contemporáneo"
"Mark Rothko - Dead Artist","Benjamin Cottam","28594",2002,"Silverpoint on prepared paper
","Drawing",102.12,"Arte Contemporáneo"
"Pablo Picasso - Dead Artist","Benjamin Cottam","28594",2003,"Silverpoint on prepared paper","Drawing",101.46,"Arte Contemporáneo"
"A Poppie","Ann Craven","28595",2000,"Watercolor on paper","Drawing",1112.52,"Arte Contemporáneo"
"A Small Poppy","Ann Craven","28595",2000,"Watercolor and pencil on paper","Drawing",284.59,"Arte Contemporáneo"
"Morning Glory","Ann Craven","28595",2000,"Watercolor and pencil on paper","Drawing",1112.52,"Arte Contemporáneo"
"Orange Bird with Fake Cloud (Vic Muniz)","Ann Craven","28595",2000,"Watercolor on paper","Drawing",1112.52,"Arte Contemporáneo"
"Midday Song","Ann Craven","28595",2001,"Watercolor and pencil on paper","Drawing",1112.52,"Arte Contemporáneo"
"Work No. 327: A sheet of paper crumpled up and flattened out","Martin Creed","28505",2004,"Crumpled paper on paperboard","Drawing",549.63,"Arte Contemporáneo"
"Work No. 328: A sheet of paper folded and unfolded","Martin Creed","28505",2004,"Folded paper","Drawing",634.2,"Arte Contemporáneo"
"Work No. 341","Martin Creed","28505",2004,"Felt-tip pen and ink on seven pieces of paper","Drawing",613.2,"Arte Contemporáneo"
"NGC 663 Galactic Cluster in Cassiopeia","Russell Crotty","8442",2002,"Ballpoint pen and pencil on paper","Drawing",14859.61,"Arte Contemporáneo"
"Dana Morgan","R. Crumb","6813",1960,"a: Ink on paper
b: Ink on paper","Drawing",602.64,"Pop Art"
"Portrait with Frog","R. Crumb","6813",1960,"a: Ink on paper
b: Ink on paper
","Drawing",587.88,"Pop Art"
"Untitled (Fingerfuck Funnies / Juvies)","R. Crumb","6813",1960,"Ink on paper
","Drawing",473.36,"Pop Art"
"Untitled (Sally Blubberbutt/The Flapper)","R. Crumb","6813",1967,"Ink and correction fluid on paper","Drawing",514,"Pop Art"
"The Complete Fritz the Cat","R. Crumb","6813",1976,"Ink on paper","Drawing",915.81,"Pop Art"
"Talk Is Cheap","R. Crumb","6813",1995,"Ink on paper","Drawing",370.54,"Postmodernismo"
"Ho Boy!","R. Crumb","6813",1998,"Ink and correction fluid on paper","Drawing",1111.36,"Postmodernismo"
"The Nineteenth Century","R. Crumb","6813",1999,"Ink and correction fluid on paper","Drawing",910.98,"Postmodernismo"
"I'm Afraid","R. Crumb","6813",2000,"Ink on colored paper","Drawing",1043.9,"Arte Contemporáneo"
"Bernie","R. Crumb","6813",2001,"Ink on paper","Drawing",521.71,"Arte Contemporáneo"
"God Wants Me to Draw","R. Crumb","6813",2003,"Ink and correction fluid on paper","Drawing",805.2,"Arte Contemporáneo"
"Pizzeria St. Hippolyte Jan. 29, 2004","R. Crumb","6813",2004,"Ink on colored paper","Drawing",858,"Arte Contemporáneo"
"Space Chart Entrance and Exit. Drawing for the dance Suite by Chance","Merce Cunningham","8443",1952,"Ballpoint pen and pencil on colored graph paper","Drawing",316.84,"Expresionismo Abstracto"
"Air Guitar","John Currin","8444",2003,"Gouache and colored ink on painted paper
","Drawing",328.32,"Arte Contemporáneo"
"Preceding","Amy Cutler","28596",2004,"Gouache and colored ink on paper
","Drawing",15681.96,"Arte Contemporáneo"
"Coma Gossip Ferdl (Haxn-Halo)","Björn Dahlem","28597",2004,"Felt-tip pen, paint pen, and cut-and-pasted printed paper on cut-and-pasted paper","Drawing",5553.36,"Arte Contemporáneo"
"I Meet Britney Spears on My Way Home in a Wormhole and Surprise Her with Spreewald Pickles and a Thermos of Chamomile Tea (Ich treffe Britney Spears auf dem Nachhauseweg in einem Wurmloch und überrasche sie mit Spreewälder Gurken und einer Flasche Kamillentee)","Björn Dahlem","28597",2004,"Felt-tip pen, paint pen, and cut-and-pasted printed paper on cut-and-pasted paper","Drawing",3666.52,"Arte Contemporáneo"
"Black Hole (Schwarzes Loch)","Björn Dahlem","28597",2004,"Cut-and-pasted paper and printed paper with felt-tip pen and pencil on paper","Drawing",4117.2,"Arte Contemporáneo"
"Organograma","José Damasceno","28598",2002,"Stamped ink on board
","Drawing",4259.58,"Arte Contemporáneo"
"Tetradattilo con vegetazione (#65)","Ele D'Artagnan (Michele Lombardi-Toscanini)","28601",1975,"Synthetic polymer paint, oil, watercolor, and felt-tip pen on printed paper","Drawing",671.76,"Pop Art"
"Couple in Love (#14)","Ele D'Artagnan (Michele Lombardi-Toscanini)","28601",1975,"Synthetic polymer paint, oil, watercolor, felt-tip pen, colored pencil, and ballpoint pen on paper","Drawing",865.52,"Pop Art"
"Dream of a Girl (#16)","Ele D'Artagnan (Michele Lombardi-Toscanini)","28601",1975,"Synthetic polymer paint, oil, watercolor, felt-tip pen, colored pencil, and ballpoint pen on paper","Drawing",865.52,"Pop Art"
"The Coming of Harpy (#217)","Ele D'Artagnan (Michele Lombardi-Toscanini)","28601",1977,"Synthetic polymer paint, oil, watercolor, felt-tip pen, colored pencil, and ballpoint pen on printed paper","Drawing",194.82,"Pop Art"
